Activity Code,Competition Name,Product, Project Number,Participant Name,IsLead,Project Title,Project Status,Project Start Date,Project End Date,Offer Grant
0718,High Value Manufacturing Nov-07,CRD,100030,SYMMETRY MEDICAL CHELTENHAM LIMITED,Lead,New Photo Detection Technology for Possible Use in Sensors for Homeland Security,Closed,01/07/2007,30/06/2009,91375.00
0718,High Value Manufacturing Nov-07,CRD,100030,Hilger Crystals Limited,Collaborator,New Photo Detection Technology for Possible Use in Sensors for Homeland Security,Closed,01/07/2007,30/06/2009,14944.00
0718,High Value Manufacturing Nov-07,CRD,100352,University of Dundee,Collaborator,Enzymatic synthesis of glucuronides,Closed,01/07/2007,31/12/2010,281169.00
0718,High Value Manufacturing Nov-07,CRD,100352,Novacta Biosystems Limited,Lead,Enzymatic synthesis of glucuronides,Closed,01/07/2007,31/12/2010,101853.00
0718,High Value Manufacturing Nov-07,CRD,100373,Thorn Lighting Limited,Collaborator,Encapsulation technologies for advanced lighting systems (ENTALS),Closed,01/07/2007,30/06/2010,38797.00
0718,High Value Manufacturing Nov-07,CRD,100373,Centre for Process Innovation Limited,Lead,Encapsulation technologies for advanced lighting systems (ENTALS),Closed,01/07/2007,30/06/2010,277692.00
0718,High Value Manufacturing Nov-07,CRD,100373,DuPont Teijin Films UK Limited,Collaborator,Encapsulation technologies for advanced lighting systems (ENTALS),Closed,01/07/2007,30/06/2010,75338.00
0718,High Value Manufacturing Nov-07,CRD,100373,Elumin8 Soluitons Limited,Collaborator,Encapsulation technologies for advanced lighting systems (ENTALS),Closed,01/07/2007,30/06/2010,43746.00
0718,High Value Manufacturing Nov-07,CRD,200060,Rolls-Royce PLC,Collaborator,DEEP-Gen II - Completion of Techno-Economic Validation,Closed,01/07/2007,30/06/2009,51920.00
0718,High Value Manufacturing Nov-07,CRD,200060,Edmund Nuttall Limited t/a Ritchies,Collaborator,DEEP-Gen II - Completion of Techno-Economic Validation,Closed,01/07/2007,30/06/2009,88345.00
0718,High Value Manufacturing Nov-07,CRD,200060,SLP Engineering Limited,Collaborator,DEEP-Gen II - Completion of Techno-Economic Validation,Closed,01/07/2007,30/06/2009,17625.00
0718,High Value Manufacturing Nov-07,CRD,200060,Garrad Hassan & Partners Limited,Collaborator,DEEP-Gen II - Completion of Techno-Economic Validation,Closed,01/07/2007,30/06/2009,24834.00
0718,High Value Manufacturing Nov-07,CRD,200060,Tidal Generation Limited,Lead,DEEP-Gen II - Completion of Techno-Economic Validation,Closed,01/07/2007,30/06/2009,316276.00
0718,High Value Manufacturing Nov-07,CRD,400012,Brunel University,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,0.00
0718,High Value Manufacturing Nov-07,CRD,400012,Newcastle University,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,0.00
0718,High Value Manufacturing Nov-07,CRD,400012,Newcastle University,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,2000.00
0718,High Value Manufacturing Nov-07,CRD,400012,University of Southampton,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,0.00
0718,High Value Manufacturing Nov-07,CRD,400012,University of Southampton,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,22000.00
0718,High Value Manufacturing Nov-07,CRD,400012,MIRA Limited,Lead,FOOTLITE,Closed,01/07/2007,31/07/2011,358051.00
0718,High Value Manufacturing Nov-07,CRD,400012,Nissan Technical Centre Europe,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,4181.00
0718,High Value Manufacturing Nov-07,CRD,400012,Transport for London,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,9810.00
0718,High Value Manufacturing Nov-07,CRD,400012,The Institute of Advanced Motorists,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,17778.00
0718,High Value Manufacturing Nov-07,CRD,400012,Auto-txt Limited,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,46055.00
0718,High Value Manufacturing Nov-07,CRD,400012,Ricardo UK Limited,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,288600.00
0718,High Value Manufacturing Nov-07,CRD,400012,Hampshire County Council,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,48176.00
0718,High Value Manufacturing Nov-07,CRD,400012,Sussex Police Authority,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,18259.00
0718,High Value Manufacturing Nov-07,CRD,400012,Sussex Police Authority,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,0.00
0718,High Value Manufacturing Nov-07,CRD,400012,TRW Limited,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,431520.00
0718,High Value Manufacturing Nov-07,CRD,400012,H W Communications Limited,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,120462.00
0718,High Value Manufacturing Nov-07,CRD,400012,Zettlex Printed Technologies Limited,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,135924.00
0718,High Value Manufacturing Nov-07,CRD,400012,RDM Group Limited,Collaborator,FOOTLITE,Closed,01/07/2007,31/07/2011,34580.00
0718,High Value Manufacturing Nov-07,CRD,100126,Loughborough University Development Trust,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,175000.00
0718,High Value Manufacturing Nov-07,CRD,100126,Pera Innovation Limited,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,172657.00
0718,High Value Manufacturing Nov-07,CRD,100126,Domino,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,21716.00
0718,High Value Manufacturing Nov-07,CRD,100126,Reckitt Benckiser,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,17626.00
0718,High Value Manufacturing Nov-07,CRD,100126,GIS Limited,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,14981.00
0718,High Value Manufacturing Nov-07,CRD,100126,Camdata Limited,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,22048.00
0718,High Value Manufacturing Nov-07,CRD,100126,AND Technology Research Limited,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,38100.00
0718,High Value Manufacturing Nov-07,CRD,100126,Ingenia,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,33051.00
0718,High Value Manufacturing Nov-07,CRD,100126,Image Solutions UK,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,18115.00
0718,High Value Manufacturing Nov-07,CRD,100126,Enea Embedded Technology Limited,Collaborator,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,8970.00
0718,High Value Manufacturing Nov-07,CRD,100126,Authentix Limited,Lead,SecureTrace - Rapid and Accurate provenance confirmation for pharmaceutical products,Closed,01/08/2007,31/10/2009,41059.00
0718,High Value Manufacturing Nov-07,CRD,100159,University of Cambridge,Collaborator,Organic Photodetectors for Applications as Low-cost Sensors (OPALS),Closed,01/08/2007,31/01/2010,54826.00
0718,High Value Manufacturing Nov-07,CRD,100159,Cambridge Display Technology Limited,Lead,Organic Photodetectors for Applications as Low-cost Sensors (OPALS),Closed,01/08/2007,31/01/2010,366383.00
0718,High Value Manufacturing Nov-07,CRD,100159,Molecular Vision,Collaborator,Organic Photodetectors for Applications as Low-cost Sensors (OPALS),Closed,01/08/2007,31/01/2010,149992.00
0718,High Value Manufacturing Nov-07,CRD,100164,MEPC Limited,Collaborator,Wireless Electricity Management Systems,Closed,01/08/2007,31/05/2010,21613.00
0715,Cell Therapy Nov-07,CRD,100164,TWI Limited,Lead,Wireless Electricity Management Systems,Closed,01/08/2007,31/05/2010,203133.00
0715,Cell Therapy Nov-07,CRD,100164,WSP UK Limited,Collaborator,Wireless Electricity Management Systems,Closed,01/08/2007,31/05/2010,16084.00
0715,Cell Therapy Nov-07,CRD,100164,GSPK Design Limited,Collaborator,Wireless Electricity Management Systems,Closed,01/08/2007,31/05/2010,60575.00
0715,Cell Therapy Nov-07,CRD,100164,NXP Laboratories UK Limited,Collaborator,Wireless Electricity Management Systems,Closed,01/08/2007,31/05/2010,28730.00
0715,Cell Therapy Nov-07,CRD,100189,Culzean Medical Devices Limited,Collaborator,3D Cell Based Assays with Physiological Relevance & Application in Drug Discovery,Closed,01/08/2007,31/10/2009,39312.00
0715,Cell Therapy Nov-07,CRD,100189,Avanticell Science Limited,Lead,3D Cell Based Assays with Physiological Relevance & Application in Drug Discovery,Closed,01/08/2007,31/10/2009,248628.00
0715,Cell Therapy Nov-07,CRD,100189,Giltech Limited,Collaborator,3D Cell Based Assays with Physiological Relevance & Application in Drug Discovery,Closed,01/08/2007,31/10/2009,158497.00
0715,Cell Therapy Nov-07,CRD,100195,Avecia Biologics Limited,Collaborator,An Integrated System For Fab Bioproduction,Closed,01/08/2007,31/07/2009,81465.00
0715,Cell Therapy Nov-07,CRD,100195,PolyTherics Limited,Lead,An Integrated System For Fab Bioproduction,Closed,01/08/2007,31/07/2009,351130.00
0715,Cell Therapy Nov-07,CRD,100203,University of Cambridge,Collaborator,ELLC Hybrid Displays for Automotive and Mobile Appliances,Closed,01/08/2007,31/07/2009,147368.00
0715,Cell Therapy Nov-07,CRD,100203,Pelikon Limited,Lead,ELLC Hybrid Displays for Automotive and Mobile Appliances,Closed,01/08/2007,31/07/2009,107000.00
0715,Cell Therapy Nov-07,CRD,100213,Vision RT Limited,Collaborator,Face Recognition At Intermediate distances,Closed,01/08/2007,30/04/2010,33756.00
0715,Cell Therapy Nov-07,CRD,100213,ATEC Security Limited,Collaborator,Face Recognition At Intermediate distances,Closed,01/08/2007,30/04/2010,5002.00
0715,Cell Therapy Nov-07,CRD,100213,Cybula Limited,Lead,Face Recognition At Intermediate distances,Closed,01/08/2007,30/04/2010,198544.00
0715,Cell Therapy Nov-07,CRD,100215,University of Dundee,Collaborator,Fluorescence Lifetime Based Assays and Sensors for Healthcare,Closed,01/08/2007,31/07/2010,262755.00
0715,Cell Therapy Nov-07,CRD,100215,University of Edinburgh,Collaborator,Fluorescence Lifetime Based Assays and Sensors for Healthcare,Closed,01/08/2007,31/07/2010,196287.00
0715,Cell Therapy Nov-07,CRD,100215,Edinburgh Instruments Limited,Collaborator,Fluorescence Lifetime Based Assays and Sensors for Healthcare,Closed,01/08/2007,31/07/2010,230178.00
0715,Cell Therapy Nov-07,CRD,100215,Almac Sciences Scotland Limited,Lead,Fluorescence Lifetime Based Assays and Sensors for Healthcare,Closed,01/08/2007,31/07/2010,216601.00
0715,Cell Therapy Nov-07,CRD,100360,London South Bank University,Collaborator,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,182027.00
0715,Cell Therapy Nov-07,CRD,100360,TWI Limited,Lead,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,404956.00
0715,Cell Therapy Nov-07,CRD,100360,British Airways plc,Collaborator,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,7414.00
0715,Cell Therapy Nov-07,CRD,100360,Airbus UK Limited,Collaborator,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,3007.00
0715,Cell Therapy Nov-07,CRD,100360,Ultra Electronics Holdings PLC,Collaborator,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,21332.00
0715,Cell Therapy Nov-07,CRD,100360,Marshall Solutions Limited,Collaborator,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,7014.00
0715,Cell Therapy Nov-07,CRD,100360,TDG Investments Limited,Collaborator,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,18676.00
0715,Cell Therapy Nov-07,CRD,100360,Horton Levi Limited,Collaborator,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,14078.00
0715,Cell Therapy Nov-07,CRD,100360,Plant Integrity Limited,Collaborator,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,6250.00
0725,Technologies for Health Nov-07,CRD,100360,Kingston Computer,Collaborator,AWARE-NDT inspection of inaccessible electrical wiring in ageing aircraft,Closed,01/08/2007,31/07/2010,10978.00
0725,Technologies for Health Nov-07,CRD,100361,TWI Limited,Lead,Advanced Long Range Ultrasonic Technology (LRUT) for Integrity Assessment,Closed,01/08/2007,31/01/2011,493093.00
0725,Technologies for Health Nov-07,CRD,100361,H. J. Heinz Company Limited,Collaborator,Advanced Long Range Ultrasonic Technology (LRUT) for Integrity Assessment,Closed,01/08/2007,31/01/2011,15216.00
0725,Technologies for Health Nov-07,CRD,100361,Tetra Pak Processing UK Ltd,Collaborator,Advanced Long Range Ultrasonic Technology (LRUT) for Integrity Assessment,Closed,01/08/2007,31/01/2011,8736.00
0725,Technologies for Health Nov-07,CRD,100361,Campden Technology Limited,Collaborator,Advanced Long Range Ultrasonic Technology (LRUT) for Integrity Assessment,Closed,01/08/2007,31/01/2011,54900.00
0725,Technologies for Health Nov-07,CRD,100361,Coors Brewery Ltd,Collaborator,Advanced Long Range Ultrasonic Technology (LRUT) for Integrity Assessment,Closed,01/08/2007,31/01/2011,256.00
0725,Technologies for Health Nov-07,CRD,100361,Cadbury plc,Collaborator,Advanced Long Range Ultrasonic Technology (LRUT) for Integrity Assessment,Closed,01/08/2007,31/01/2011,2100.00
0725,Technologies for Health Nov-07,CRD,100361,Plant Integrity Limited,Collaborator,Advanced Long Range Ultrasonic Technology (LRUT) for Integrity Assessment,Closed,01/08/2007,31/01/2011,84645.00
0725,Technologies for Health Nov-07,CRD,100377,Caterpillar (UK) Limited,Lead,"Novel, environmentally friendly, compact diesel engine and vehicle cooling systems",Closed,01/08/2007,30/04/2011,528151.00
0725,Technologies for Health Nov-07,CRD,100377,Optek Limited,Collaborator,"Novel, environmentally friendly, compact diesel engine and vehicle cooling systems",Closed,01/08/2007,30/04/2011,91930.00
0725,Technologies for Health Nov-07,CRD,100377,Transcendata Europe Limited,Collaborator,"Novel, environmentally friendly, compact diesel engine and vehicle cooling systems",Closed,01/08/2007,30/04/2011,213521.00
0725,Technologies for Health Nov-07,CRD,100401,University of Cambridge,Collaborator,Monitoring and Control of Emissions in Industrial Processess Using Sensors,Closed,01/08/2007,30/11/2010,353764.00
0725,Technologies for Health Nov-07,CRD,100401,Greenbank Terotech Limited,Collaborator,Monitoring and Control of Emissions in Industrial Processess Using Sensors,Closed,01/08/2007,30/11/2010,120321.00
0725,Technologies for Health Nov-07,CRD,100401,EMC Limited,Lead,Monitoring and Control of Emissions in Industrial Processess Using Sensors,Closed,01/08/2007,30/11/2010,298191.00
0725,Technologies for Health Nov-07,CRD,100407,Imperial College London,Collaborator,Compact MRI system for Accident and Emergency,Closed,01/08/2007,31/01/2011,484178.00
0725,Technologies for Health Nov-07,CRD,100407,Tesla Engineering Limited,Lead,Compact MRI system for Accident and Emergency,Closed,01/08/2007,31/01/2011,431355.00
0725,Technologies for Health Nov-07,CRD,110008,Rolls-Royce PLC,Lead,ELF,Closed,01/08/2007,31/01/2013,4580205.00
0725,Technologies for Health Nov-07,CRD,110008,GKN Aerospace Limited,Collaborator,ELF,Closed,01/08/2007,31/01/2013,4245820.00
0725,Technologies for Health Nov-07,CRD,200054,Loughborough University Development Trust,Collaborator,Novel Inline Deposition System for High Performance CIGS Solar Cells,Closed,01/08/2007,31/05/2012,0.00
0725,Technologies for Health Nov-07,CRD,200054,Oxford Applied Research,Collaborator,Novel Inline Deposition System for High Performance CIGS Solar Cells,Closed,01/08/2007,31/05/2012,0.00
0725,Technologies for Health Nov-07,CRD,200054,Scientific Vacuum Systems Limited,Lead,Novel Inline Deposition System for High Performance CIGS Solar Cells,Closed,01/08/2007,31/05/2012,306417.00
0725,Technologies for Health Nov-07,CRD,100109,Queen's University of Belfast Foundation,Collaborator,RoChemOx,Closed,01/09/2007,31/03/2011,216853.00
0725,Technologies for Health Nov-07,CRD,100109,Pera Innovation Limited,Collaborator,RoChemOx,Closed,01/09/2007,31/03/2011,80290.00
0725,Technologies for Health Nov-07,CRD,100109,Shanks Waste Management Company,Collaborator,RoChemOx,Closed,01/09/2007,31/03/2011,11818.00
0725,Technologies for Health Nov-07,CRD,100109,Parker Plant Limited,Collaborator,RoChemOx,Closed,01/09/2007,31/03/2011,641.00
0725,Technologies for Health Nov-07,CRD,100109,Alpha Environmental Systems,Lead,RoChemOx,Closed,01/09/2007,31/03/2011,84273.00
0725,Technologies for Health Nov-07,CRD,100109,Rockbourne Environmental Limited,Collaborator,RoChemOx,Closed,01/09/2007,31/03/2011,3066.00
0725,Technologies for Health Nov-07,CRD,100109,Power Screen Washing Limited,Collaborator,RoChemOx,Closed,01/09/2007,31/03/2011,104050.00
0725,Technologies for Health Nov-07,CRD,100127,Loughborough University Development Trust,Collaborator,CrimeVis,Closed,01/09/2007,31/01/2011,183000.00
0725,Technologies for Health Nov-07,CRD,100127,Link,Collaborator,CrimeVis,Closed,01/09/2007,31/01/2011,1162.00
0725,Technologies for Health Nov-07,CRD,100127,Pera Innovation Limited,Collaborator,CrimeVis,Closed,01/09/2007,31/01/2011,169502.00
0725,Technologies for Health Nov-07,CRD,100127,Gala Coral Group Limited,Collaborator,CrimeVis,Closed,01/09/2007,31/01/2011,16232.00
0725,Technologies for Health Nov-07,CRD,100127,Visimetrics,Lead,CrimeVis,Closed,01/09/2007,31/01/2011,160000.00
0725,Technologies for Health Nov-07,CRD,100127,CCTV,Collaborator,CrimeVis,Closed,01/09/2007,31/01/2011,11933.00
0725,Technologies for Health Nov-07,CRD,100127,OmniPerception Limited,Collaborator,CrimeVis,Closed,01/09/2007,31/01/2011,12920.00
0725,Technologies for Health Nov-07,CRD,100190,University of Bristol,Collaborator,Biomanufacture of HspC Vaccines Against Bacterial Pathogens,Closed,01/09/2007,31/08/2009,189102.00
0725,Technologies for Health Nov-07,CRD,100190,ImmunoBiology Limited,Lead,Biomanufacture of HspC Vaccines Against Bacterial Pathogens,Closed,01/09/2007,31/08/2009,12929.00
0725,Technologies for Health Nov-07,CRD,100190,ERA Consulting (UK) Limited,Collaborator,Biomanufacture of HspC Vaccines Against Bacterial Pathogens,Closed,01/09/2007,31/08/2009,64.00
0725,Technologies for Health Nov-07,CRD,100191,University of Leeds,Collaborator,Commercial Development of Tandem-Core based vaccines for Hepatitis,Closed,01/09/2007,30/11/2009,210767.00
0725,Technologies for Health Nov-07,CRD,100191,Mologic Limited,Collaborator,Commercial Development of Tandem-Core based vaccines for Hepatitis,Closed,01/09/2007,30/11/2009,129763.00
0725,Technologies for Health Nov-07,CRD,100191,Arecor Limited,Collaborator,Commercial Development of Tandem-Core based vaccines for Hepatitis,Closed,01/09/2007,30/11/2009,39459.00
0725,Technologies for Health Nov-07,CRD,100191,Iqur Limited,Lead,Commercial Development of Tandem-Core based vaccines for Hepatitis,Closed,01/09/2007,30/11/2009,171500.00
0725,Technologies for Health Nov-07,CRD,100194,University of Kent,Collaborator,Heat Stabilization of Theraupetic Proteins In Biomanufacturing and Storage,Closed,01/09/2007,28/02/2010,0.00
0725,Technologies for Health Nov-07,CRD,100194,National Instiute for Biological,Collaborator,Heat Stabilization of Theraupetic Proteins In Biomanufacturing and Storage,Closed,01/09/2007,28/02/2010,117084.00
0725,Technologies for Health Nov-07,CRD,100194,Arecor Limited,Lead,Heat Stabilization of Theraupetic Proteins In Biomanufacturing and Storage,Closed,01/09/2007,28/02/2010,180982.00
0725,Technologies for Health Nov-07,CRD,100197,Pelikon Limited,Lead,Printed High Voltage Inorganic Transistors (PHiVIT),Closed,01/09/2007,31/08/2010,103113.00
0725,Technologies for Health Nov-07,CRD,100208,Science and Technology Facilities Council,Collaborator,NanoPore BioChip for the Point of Care Detection of Influenza,Closed,01/09/2007,31/12/2009,163918.00
0725,Technologies for Health Nov-07,CRD,100208,Health Protection Agency,Collaborator,NanoPore BioChip for the Point of Care Detection of Influenza,Closed,01/09/2007,31/12/2009,160927.00
0725,Technologies for Health Nov-07,CRD,100208,Oxford Nanopore Technologies,Lead,NanoPore BioChip for the Point of Care Detection of Influenza,Closed,01/09/2007,31/12/2009,199230.00
0725,Technologies for Health Nov-07,CRD,100210,Computer Recognition Systems Limited,Lead,Low Cost Self Powered Wireless Vision System for Perimeter Security & Road Monitoring,Closed,01/09/2007,28/02/2010,175000.00
0725,Technologies for Health Nov-07,CRD,100210,Microsharp Corporation Limited,Collaborator,Low Cost Self Powered Wireless Vision System for Perimeter Security & Road Monitoring,Closed,01/09/2007,28/02/2010,175000.00
0725,Technologies for Health Nov-07,CRD,100212,University of Bath,Collaborator,Real Value Automated Landscape Scanner,Closed,01/09/2007,31/03/2011,187408.00
0725,Technologies for Health Nov-07,CRD,100212,E2V Technologies PLC,Collaborator,Real Value Automated Landscape Scanner,Closed,01/09/2007,31/03/2011,132458.00
0725,Technologies for Health Nov-07,CRD,100212,Navtech Radar Limited,Lead,Real Value Automated Landscape Scanner,Closed,01/09/2007,31/03/2011,483188.00
0725,Technologies for Health Nov-07,CRD,100214,University of the West of England,Collaborator,Bacterial Biosensors for Rapid Pre-Screening of Chemotherapy Efficiency,Closed,01/09/2007,31/08/2009,188477.00
0725,Technologies for Health Nov-07,CRD,100214,Randox Laboratories Limited,Lead,Bacterial Biosensors for Rapid Pre-Screening of Chemotherapy Efficiency,Closed,01/09/2007,31/08/2009,88959.00
0725,Technologies for Health Nov-07,CRD,100214,Frimley Park Hospital NHS,Collaborator,Bacterial Biosensors for Rapid Pre-Screening of Chemotherapy Efficiency,Closed,01/09/2007,31/08/2009,0.00
0725,Technologies for Health Nov-07,CRD,100399,University of Manchester,Collaborator,EMBody - Next generation electromagnetic walk by body scanners,Closed,01/09/2007,30/11/2010,0.00
0725,Technologies for Health Nov-07,CRD,100399,Manchester Airport PLC,Collaborator,EMBody - Next generation electromagnetic walk by body scanners,Closed,01/09/2007,30/11/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100399,Rapiscan Systems Limited,Lead,EMBody - Next generation electromagnetic walk by body scanners,Closed,01/09/2007,30/11/2010,259933.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100409,University of Liverpool,Collaborator,Sensor Fabrication Including Deposition of Conductive Coatings using Inkjet Technology,Closed,01/09/2007,31/08/2010,412451.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100409,University of Leeds,Collaborator,Sensor Fabrication Including Deposition of Conductive Coatings using Inkjet Technology,Closed,01/09/2007,31/08/2010,89744.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100409,XaarJet Limited,Lead,Sensor Fabrication Including Deposition of Conductive Coatings using Inkjet Technology,Closed,01/09/2007,31/08/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100409,Inovink Limited,Collaborator,Sensor Fabrication Including Deposition of Conductive Coatings using Inkjet Technology,Closed,01/09/2007,31/08/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100409,Zettlex Printed Technologies Limited,Collaborator,Sensor Fabrication Including Deposition of Conductive Coatings using Inkjet Technology,Closed,01/09/2007,31/08/2010,74174.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100409,MTT Technologies Limited,Collaborator,Sensor Fabrication Including Deposition of Conductive Coatings using Inkjet Technology,Closed,01/09/2007,31/08/2010,61500.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,Imperial College London,Collaborator,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,150000.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,BP PLC,Collaborator,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,SSE Generation Limited,Collaborator,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,Scottish Power UK PLC,Collaborator,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,Doosan Power Systems Limited,Collaborator,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,163440.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,EDF Energy Public Limited Company,Collaborator,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,RWE Npower PLC,Lead,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,303840.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,Visser & Smit Hanab B.V.,Collaborator,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,Alstom Power Limited,Collaborator,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200039,DRAX Power Limited,Collaborator,Carbon Dioxide Amine Seperation and Storage for Capture Ready PF Plant (CASS-Cap),Closed,01/09/2007,31/08/2010,0.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200062,Staffordshire University,Collaborator,10kWe Biomass Indirect Fired CHP System,Closed,01/09/2007,31/08/2009,41344.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,200062,Talbott's Biomass Energy Limited,Lead,10kWe Biomass Indirect Fired CHP System,Closed,01/09/2007,31/08/2009,250000.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100153,University of Birmingham,Collaborator,Hydrogen  Processed  Magnet  Scrap  (HyProMS).,Closed,01/10/2007,31/03/2010,345400.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100153,Less Common Metals Limited,Collaborator,Hydrogen  Processed  Magnet  Scrap  (HyProMS).,Closed,01/10/2007,31/03/2010,12750.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100153,Arnold Magnetic Technologies Limited,Collaborator,Hydrogen  Processed  Magnet  Scrap  (HyProMS).,Closed,01/10/2007,31/03/2010,12750.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100153,Secure IT Recycling Limited,Collaborator,Hydrogen  Processed  Magnet  Scrap  (HyProMS).,Closed,01/10/2007,31/03/2010,12750.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100153,PowdermatriX Faraday Operated,Lead,Hydrogen  Processed  Magnet  Scrap  (HyProMS).,Closed,01/10/2007,31/03/2010,14500.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100153,Birmag Limited,Collaborator,Hydrogen  Processed  Magnet  Scrap  (HyProMS).,Closed,01/10/2007,31/03/2010,12750.00
0720,"Lighting, Lasers, Displays Nov-07",CRD,100153,Magnet Applications Limited,Collaborator,Hydrogen  Processed  Magnet  Scrap  (HyProMS).,Closed,01/10/2007,31/03/2010,12750.00
